"Page","Index","Src","Alt"
"project-nmh-highlights","3","../images/nmh-collection-highlights-bronze-case-letsuan-design.jpg","Bronze ritual vessels displayed in a low-reflection glass case"
"project-nmh-highlights","4","../images/nmh-collection-highlights-03-letsuan-design.jpg","Visitors photographing bronze and ceramic vessels along a curved gallery of low display cases"
"project-nmh-highlights","5","../images/nmh-collection-highlights-04-letsuan-design.jpg","Painted pottery equestrian and seated figures in an angled glass display case"
"project-nmh-highlights","6","../images/nmh-collection-highlights-05-letsuan-design.jpg","Painted pottery figures and a horse on tiered platforms inside a freestanding glass case"
"project-nmh-highlights","7","../images/nmh-collection-highlights-02-letsuan-design.jpg","Bronze ritual vessel in a freestanding illuminated case at a gallery corner, with further displays beyond"
"project-nmns-teldap","0","../images/nmns-teldap-digital-archives-01-letsuan-design.jpg","NMNS TELDAP exhibit space"
"project-nmns-teldap","1","../images/nmns-teldap-digital-archives-03-letsuan-design.jpg","NMNS TELDAP interactive learning"
"project-nmns-teldap","2","../images/nmns-teldap-digital-archives-02-letsuan-design.jpg","NMNS TELDAP display"
"project-notre-dame","0","../images/notre-dame-vr-group-letsuan-design.jpg","Eternal Notre-Dame — Four visitors wearing VR headsets and backpacks standing in front of a bold black-and-white graphic mural"
"project-notre-dame","1","../images/notre-dame-headsets-array-letsuan-design.jpg","Rows of VR headsets lined up backstage ready for visitors"
"project-notre-dame","2","../images/notre-dame-vr-users-letsuan-design.jpg","Staff adjusting a visitor's VR headset strap while other visitors wear headsets nearby"
"project-notre-dame","3","../images/notre-dame-rooftop-vr-letsuan-design.jpg","VR scene showing visitors virtually kneeling on Notre-Dame cathedral's rooftop overlooking the Paris skyline"
"project-notre-dame","4","../images/eternal-notre-dame-vr-exhibition-2023-letsuan-design.jpg","Visitors wearing VR headsets standing on a patterned floor beneath a bold black-and-white graphic mural"
"project-notre-dame","5","../images/notre-dame-profile-line-letsuan-design.jpg","Three visitors in profile wearing VR headsets and backpacks against a black-and-white graphic mural"
"project-notre-dame","6","../images/notre-dame-construction-letsuan-design.jpg","Installation in progress: workers on scissor lifts painting the black-and-white graphic mural wall"
"project-notre-dame","7","../images/notre-dame-mural-install-letsuan-design.jpg","Installation in progress: crew painting the large geometric mural using scissor lifts and ladders"
"project-offshore-wind","0","../images/offshore-wind-om-learning-center-01-letsuan-design.jpg","Offshore Wind O&M Building — Meeting room with an Orsted 'Love your home' Earth mural on the wall behind a conference table"
"project-offshore-wind","1","../images/offshore-wind-07-letsuan-design.jpg","Corridor at the offshore wind exhibition with two visitors walking past a wall displaying Taiwan offshore wind farm capacity data in gigawatts"
"project-offshore-wind","2","../images/offshore-wind-om-learning-center-02-letsuan-design.jpg","Curved illustrated wall panels explaining offshore wind farm operations, from coastal installation process to turbine maintenance timeline"
"project-offshore-wind","3","../images/offshore-wind-visitor-viewing-turbine-technology-timeline-wall-letsuan-design.jpg","Visitor viewing offshore wind turbine technology timeline wall with video screen showing installation footage"
"project-offshore-wind","4","../images/offshore-wind-om-learning-center-03-letsuan-design.jpg","Curved exhibition corridor with a coastal wind farm installation diagram and video screens"
"project-offshore-wind","5","../images/offshore-wind-om-learning-center-07-letsuan-design.jpg","Visitor viewing a curved exhibition wall about marine ecology near offshore turbine foundations"
"project-offshore-wind","6","../images/offshore-wind-om-learning-center-06-letsuan-design.jpg","Entrance corridor with an Orsted Earth mural, a dotted wave-pattern doorway, and a wind farm photo mural"
"project-offshore-wind","7","../images/offshore-wind-om-learning-center-04-letsuan-design.jpg","Visitor flipping an interactive flip-tag panel explaining how wind turbines generate electricity"
"project-offshore-wind","8","../images/offshore-wind-om-learning-center-08-letsuan-design.jpg","Staircase beside a wall reading 'Let's create a world that runs entirely on green energy'"
"project-orsted-energy","0","../images/energy-taiwan-orsted-2022-01-letsuan-design.jpg","Ørsted potted plant giveaway with brand tote at Energy Taiwan 2022"
"project-orsted-energy","1","../images/energy-taiwan-orsted-2022-02-letsuan-design.jpg","Ørsted booth signage with technician on ladder at Energy Taiwan 2022"
"project-orsted-energy","2","../images/energy-taiwan-orsted-2022-03-letsuan-design.jpg","Visitor photographing Ørsted-branded ice cream at Energy Taiwan 2022"
"project-securities-office","0","../images/securities-company-office-design-02-letsuan-design.jpg","Securities Company Office waiting area"
"project-securities-office","1","../images/securities-company-office-design-01-letsuan-design.jpg","Securities Company Office entrance"
"project-securities-office","2","../images/securities-company-office-design-03-letsuan-design.jpg","Securities Company Office boardroom"
"project-securities-office","3","../images/securities-company-office-design-04-letsuan-design.jpg","Securities Company Office workstation"
"project-securities-office","4","../images/securities-company-office-design-05-letsuan-design.jpg","Securities Company Office corridor"
"project-securities-office","5","../images/securities-company-office-design-06-letsuan-design.jpg","Securities Company Office executive room"
"project-securities-office","6","../images/securities-company-office-design-07-letsuan-design.jpg","Securities Company Office feature wall"
"project-securities-office","7","../images/securities-company-office-design-08-letsuan-design.jpg","Securities Company Office reception view"
"project-securities-office","8","../images/securities-company-office-design-09-letsuan-design.jpg","Securities Company Office renovation in progress"
"project-securities-office","9","../images/securities-company-office-design-10-letsuan-design.jpg","Securities Company Office renovation detail, wall finishing"
"project-serialization-anniversary","0","../images/conan-anniv-conan-exhibit-exterior-keyhole-cube-letsuan-design.jpg","INCIDENT IN CONAN EXHIBIT — Conan Exhibit exterior keyhole cube installation"
"project-serialization-anniversary","1","../images/conan-anniv-conan-exhibit-ivy-covered-venue-signage-booth-letsuan-design.jpg","Conan Exhibit ivy-covered venue signage booth"
"project-serialization-anniversary","2","../images/conan-anniv-mouri-detective-agency-manga-panel-wall-letsuan-design.jpg","Mouri Detective Agency manga panel wall"
"project-serialization-anniversary","3","../images/conan-anniv-mouri-agency-vermouth-manga-collage-wall-letsuan-design.jpg","Manga panel collage wall featuring Vermouth and the Mouri Detective Agency storyline"
"project-serialization-anniversary","4","../images/conan-anniv-yellow-character-wall-visitor-viewing-letsuan-design.jpg","Visitor viewing a yellow character-introduction wall covered in manga cutout portraits"
"project-serialization-anniversary","5","../images/conan-anniv-conan-the-love-story-zone-letsuan-design.jpg","Conan the LOVE STORY zone with manga panels"
"project-serialization-anniversary","6","../images/conan-anniv-kaito-kid-pre-installation-photo-letsuan-design.jpg","Photo of the Kaito Kid figure taken before installation, in preparation for fixing it onto the rooftop platform"
"project-serialization-anniversary","7","../images/conan-anniv-kaito-kid-moonlit-rooftop-diorama-letsuan-design.jpg","Life-size Kaito Kid and Conan figures on a moonlit rooftop diorama with city skyline backdrop"
"project-serialization-anniversary","8","../images/conan-anniv-life-size-figures-of-conans-supporting-cast-letsuan-design.jpg","Life-size figures of Conan's supporting cast"
"project-serialization-anniversary","9","../images/conan-anniv-shinichi-ran-figures-cherry-blossom-scene-letsuan-design.jpg","Life-size figures of Shinichi and Ran standing together beneath a cherry blossom backdrop"
"project-serialization-anniversary","10","../images/conan-anniv-cherry-blossom-scene-with-life-size-figures-letsuan-design.jpg","Cherry blossom scene with life-size figures"
"project-serialization-anniversary","11","../images/conan-anniv-zero-penetration-set-wall-construction-in-letsuan-design.jpg","Zero-penetration set wall construction in progress"
"project-serialization-anniversary","12","../images/conan-anniv-fabrication-workshop-building-the-exhibition-letsuan-design.jpg","Fabrication workshop building the exhibition set walls"
"project-serialization-anniversary","13","../images/conan-anniv-le-tsuan-design-workshop-panel-fabrication-letsuan-design.jpg","Le Tsuan Design workshop panel fabrication"
"project-story-telling","0","../images/ancient-people-storytelling-exhibition-01-letsuan-design.jpg","Five Thousand Years of Silence — Story Telling by the Ancient People entrance"
"project-story-telling","1","../images/ancient-people-storytelling-exhibition-02-letsuan-design.jpg","Story Telling by the Ancient People gallery"
"project-story-telling","2","../images/ancient-people-storytelling-curved-gallery-with-visitors-display-cases-letsuan-design.jpg","Visitors viewing archaeological artifact display cases in curved gallery with agricultural specimen wall and landscape backdrop"
"project-story-telling","3","../images/ancient-people-storytelling-exhibition-04-letsuan-design.jpg","Story Telling by the Ancient People fossils"
"project-story-telling","4","../images/ancient-people-storytelling-exhibition-051-letsuan-design.jpg","Story Telling by the Ancient People skeletons"
"project-story-telling","5","../images/ancient-people-storytelling-exhibition-06-letsuan-design.jpg","Story Telling by the Ancient People burial goods"
"project-story-telling","6","../images/ancient-people-storytelling-exhibition-07-letsuan-design.jpg","Story Telling by the Ancient People fossil layer"
"project-story-telling","7","../images/ancient-people-storytelling-exhibition-08-letsuan-design.jpg","Story Telling by the Ancient People artifact"
"project-story-telling","8","../images/ancient-people-storytelling-exhibition-09-letsuan-design.jpg","Story Telling by the Ancient People closing scene"
"project-tccge-deck","0","../images/tccge-observation-deck-zhangbin-01-letsuan-design.jpg","Green Energy Education Observation Platform — TCCGE Observation Deck platform"
"project-tccge-deck","1","../images/tccge-observation-deck-zhangbin-03-letsuan-design.jpg","TCCGE Observation Deck wind education"
"project-tccge-deck","2","../images/tccge-observation-deck-zhangbin-02-letsuan-design.jpg","TCCGE Observation Deck interactive teaching aid"
"project-tccge-deck","3","../images/tccge-observation-deck-zhangbin-04-letsuan-design.jpg","TCCGE Observation Deck solar display"
"project-tccge-deck","4","../images/tccge-observation-deck-zhangbin-05-letsuan-design.jpg","TCCGE Observation Deck combined exhibit"
"project-tccge-deck","5","../images/tccge-observation-deck-zhangbin-06-letsuan-design.jpg","TCCGE Observation Deck sunset closing view"
"project-tccge-deck","6","../images/tccge-observation-deck-zhangbin-07-letsuan-design.jpg","TCCGE Observation Deck rooftop garden with wind turbine display"
"project-tibetan-thangka","0","../images/tibetan-thangka-visitor-viewing-scroll-row-white-gallery-letsuan-design.jpg","Traveling Temple — Visitor viewing a row of hanging Tibetan thangka scrolls along the white gallery wall"
"project-tibetan-thangka","1","../images/tibetan-thangka-art-exhibition-01-letsuan-design.jpg","Framed Tibetan thangka paintings hung along the exhibition corridor at Cai Yu Art Gallery"
"project-tibetan-thangka","2","../images/tibetan-thangka-art-exhibition-02-letsuan-design.jpg","Large horizontal thangka mural depicting an assembly of Buddhist deities, mounted in the gallery corridor"
"project-tibetan-thangka","3","../images/tibetan-thangka-art-exhibition-03-letsuan-design.jpg","Installation team hanging thangka pieces from the overhead suspension track during construction"
"project-tibetan-thangka","4","../images/tibetan-thangka-art-exhibition-04-letsuan-design.jpg","Construction progress: the team reviews the corridor layout, assembles display panels, and secures a thangka frame with a drill"
"project-tibetan-thangka","5","../images/tibetan-thangka-art-exhibition-05-letsuan-design.jpg","Finished gallery corridor with large thangka murals on display, visitors viewing in the background"
"project-tibetan-thangka","6","../images/tibetan-thangka-art-exhibition-06-letsuan-design.jpg","Documentary photographs of Rebgong thangka artists and residents, including a mother and child and an artist painting a thangka"
"project-tokyo-ghost-hospital","0","../images/tokyo-ghost-hospital-exhibition-08-letsuan-design.jpg","Two eras, one immersive scare in the dark — Tokyo Ghost Hospital effect"
"project-tokyo-ghost-hospital","1","../images/tokyo-ghost-hospital-exhibition-01-letsuan-design.jpg","Tokyo Ghost Hospital entrance"
"project-tokyo-ghost-hospital","2","../images/tokyo-ghost-hospital-exhibition-03-letsuan-design.jpg","Tokyo Ghost Hospital scene"
"project-tokyo-ghost-hospital","3","../images/tokyo-ghost-hospital-exhibition-11-letsuan-design.jpg","Tokyo Ghost Hospital passageway"
"project-tokyo-ghost-hospital","4","../images/tokyo-ghost-hospital-exhibition-04-letsuan-design.jpg","Tokyo Ghost Hospital room"
"project-tokyo-ghost-hospital","5","../images/tokyo-ghost-hospital-exhibition-05-letsuan-design.jpg","Tokyo Ghost Hospital corridor"
"project-tokyo-ghost-hospital","6","../images/tokyo-ghost-hospital-exhibition-02-letsuan-design.jpg","Tokyo Ghost Hospital hallway"
"project-tokyo-ghost-hospital","7","../images/tokyo-ghost-hospital-exhibition-06-letsuan-design.jpg","Tokyo Ghost Hospital set-piece detail"
"project-tokyo-ghost-hospital","8","../images/tokyo-ghost-hospital-exhibition-12-letsuan-design.jpg","Tokyo Ghost Hospital finale"
"project-tokyo-ghost-hospital","9","../images/tokyo-ghost-hospital-exhibition-13-letsuan-design.jpg","Tokyo Ghost Hospital closing scene"
"project-tokyo-ghost-hospital","10","../images/tokyo-ghost-hospital-entrance-queue-with-horror-signage-letsuan-design.jpg","Queue entrance with Tokyo Ghost Hospital signage, stone archway and horror-themed wall graphics"
"project-tokyo-ghost-hospital","11","../images/tokyo-ghost-hospital-exhibition-07-letsuan-design.jpg","Tokyo Ghost Hospital installation"
"project-tokyo-ghost-hospital","12","../images/tokyo-ghost-hospital-exhibition-8810-letsuan-design.jpg","Tokyo Ghost Hospital scene 2"
"project-tokyo-ghost-hospital","13","../images/tokyo-ghost-hospital-exhibition-909-letsuan-design.jpg","Tokyo Ghost Hospital display"
"project-wang-ye-donggang","0","../images/wang-ye-worship-donggang-01-letsuan-design.jpg","The Hunt of the Celestial Court — Wang Ye Worship in Donggang exhibition"
"project-wang-ye-donggang","1","../images/wang-ye-worship-donggang-02-letsuan-design.png","Wang Ye Worship exhibition layout"
"project-wang-ye-donggang","2","../images/wang-ye-worship-donggang-03-letsuan-design.jpg","Wang Ye Worship exhibition carvings"
"project-wang-ye-donggang","3","../images/wang-ye-worship-donggang-04-letsuan-design.jpg","Wang Ye Worship exhibition boat"
"project-wang-ye-donggang","4","../images/wang-ye-worship-donggang-05-letsuan-design.jpg","Wang Ye Worship exhibition deity altar"
"project-westernmost-point","0","../images/westernmost-point-friends-polaroid-photo-letsuan-design.jpg","Polaroid-style photo of three friends posing at The Westernmost Point of Taiwan sculpture, dated 2022/6/9"
"project-westernmost-point","1","../images/westernmost-point-taiwan-04-letsuan-design.jpg","Westernmost Point of Taiwan silhouette"
"project-westernmost-point","2","../images/westernmost-point-taiwan-07-letsuan-design.jpg","Westernmost Point of Taiwan paper-cutting installation in progress"
"project-westernmost-point","3","../images/westernmost-point-taiwan-02-letsuan-design.jpg","Westernmost Point of Taiwan tunnel"
"project-westernmost-point","4","../images/westernmost-point-taiwan-03-letsuan-design.jpg","Westernmost Point of Taiwan pattern"
"project-westernmost-point","5","../images/westernmost-point-taiwan-05-letsuan-design.jpg","Westernmost Point of Taiwan night view"
"project-westernmost-point","6","../images/westernmost-point-taiwan-06-letsuan-design.jpg","Westernmost Point of Taiwan structure"
"project-westernmost-point","7","../images/westernmost-point-taiwan-08-letsuan-design.jpg","Westernmost Point of Taiwan structural framework detail"
"project-westernmost-point","8","../images/westernmost-point-taiwan-09-letsuan-design.jpg","Westernmost Point of Taiwan final view"
"project-world-semiconductors","0","../images/world-of-semiconductors-01-letsuan-design.jpg","The World of Semiconductors overview"
"project-world-semiconductors","1","../images/world-of-semiconductors-02-letsuan-design.jpg","The World of Semiconductors gallery"
"project-world-semiconductors","2","../images/world-of-semiconductors-03-letsuan-design.jpg","The World of Semiconductors exhibit detail"
"project-world-semiconductors","3","../images/world-of-semiconductors-04-letsuan-design.jpg","The World of Semiconductors gallery entrance with mascot wall graphics, ready for the donation ceremony"
"project-yokai-world","0","../images/yokai-world-exhibition-hero-letsuan-design.jpg","Experience the Yokai World — Yokai exhibition entrance"
"project-yokai-world","1","../images/yokai-world-exhibition-03-letsuan-design.jpg","Yokai exhibition zone"
"project-yokai-world","2","../images/yokai-world-exhibition-05-letsuan-design.jpg","Yokai exhibition habitat"
"project-yokai-world","3","../images/yokai-world-exhibition-13-letsuan-design.jpg","Corridor lined with framed illustrated yokai story panels mounted on warm wood-trimmed walls"
"project-yokai-world","4","../images/yokai-world-exhibition-003-letsuan-design.jpg","Yokai exhibition welcome installation"
"project-yokai-world","5","../images/yokai-world-exhibition-07-letsuan-design.jpg","Yokai exhibition interactive corner"
"project-yokai-world","6","../images/yokai-world-exhibition-005-letsuan-design.jpg","Yokai exhibition maze zone"
"project-yokai-world","7","../images/yokai-world-exhibition-11-letsuan-design.jpg","Yokai gathering photo wall"
"project-yokai-world","8","../images/yokai-world-exhibition-12-letsuan-design.jpg","Yellow character-introduction wall panel featuring GeGeGe no Kitaro yokai characters and a 100th anniversary plaque"
"project-yokai-world","9","../images/yokai-world-exhibition-91-letsuan-design.jpg","Yokai illustrated mural wall"
"project-yokai-world","10","../images/yokai-world-exhibition-04-letsuan-design-f779cada.jpg","Yokai exhibition construction"
